"id_article","titre","nom_latin","ville_participante","Biodiful","Wild","longueur","largeur","poids","couleur","posture","nb_membres","accessoires","diametre_yeux","hauteur_tete","grande_rondeur","longueur_museau","profondeur_tete","matiere","longueur_poil","douceur_poil","longueur_oreilles","volume_corps","volume_tete","volume","sourire","personnage_celebre","regard","regard_visage","toucher","manipuler","sentir","douceur","age","sexe","freres_soeurs","atoi","score","fichier","cpr","cop","cop1","cop2","HeadHei","HeadLat","HeadFron","SnoutLen","SnoutHei","SnoutWid","EarLen","TruffleWid","TruffleHei","EyeDia","HeadBodyLen","ChestLen","ChestHigh","FrontLeg","HindLeg","LS_mean_light","LS_sd_light","CL_cie_d_wmean_mean","CL_polar_mean","COL_yellow","COL_red","COL_green","COL_blue","COL_dark","COL_light","GD_sizegood_1","GD_sizegood_2","GD_sizebad","SH_n.core.cell_mean","SH_perim.area.ratio_sd","MO_Fourier_pc1","MO_Fourier_pc2","MO_conv","MO_rect","HOG_mean","HOG_sd","HOG_skew","FR_full_sq_fd","FR_full_sq_sc","RGB_pca_A1","RGB_pca_A2","RGB_pca_A3"
"1039","Noireau","Nunursus nicolus","dijon","NO","NO",42,20,240,"11","3",4,"0",0.5,10.5,28,3,14,"2",2,2,3.5,1965.24523729872,1543.5,1249.58174576624,"0","NA",1,1,1,1,1,3,37,"1",1,"1","a:2:{i:1039;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}i:1040;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours32.jpg",0.875,0.0625,0.0625,NA,12.9,10.86,9.01,4.53,7.02,5.99,3.1,2.25,1.64,0.49,31.94,6.96,7.22,7.37,8.73,0.308698697509539,0.280190788638318,11.0036090344934,1.75404007205251,3.92648545824421,0.779917903579708,2.14779076758187,0,0,0,NA,NA,NA,912.416666666667,0.447212021381752,-0.132391437450655,-0.27803628498229,0.703012257248397,0.672174766869432,1.08336150146172e-05,2.24772474942781e-05,5.73484521935669,2.18209332434329,0.013080477765713,-3.72610360984935,-3.41777058724335,2.20014906102238
"1040","Robert","Nunursus robertus","dijon","YES","NO",35,24,120,"8","2",4,"0",1.5,6.5,28,2,10,"2",3,5,2.5,1778.07902422266,422.5,773.526341407552,"0","NA",5,5,5,5,2,10,16,"1",1,"1","a:2:{i:1040;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1039;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours33.jpg",0.75,0.625,0.625,NA,8.17,11.6,7.12,2.31,5.36,6.45,2,1.55,1.34,1.26,23.74,9.43,6.07,7.31,9.78,0.857324439218164,0.11471933256479,8.94027503891384,1.4771138596852,11.4278301488433,0,0,0,0,0,NA,NA,NA,487.916666666667,0.473512624827902,-0.281842252260196,0.0812660130623325,0.562497462967142,0.705785875539837,1.48035845555647e-05,1.31186729379826e-05,2.76763002571889,2.70814536723188,0.0169187646776597,3.01045518400568,0.515911312102238,0.934257639376925
"1041","Lapinours","Nunursus pupunurs","dijon","YES","NO",40,20,201,"8","5",4,"3",0.5,11,40,3,11,"2",1,6,4,3692.39467973197,1331,1741.46489324399,"1","NA",5,5,5,5,2,11,14,"2",2,"1","a:2:{i:1041;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1039;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours35.jpg",1,0.5,0.5,NA,11.57,14.53,8.21,5.59,6.92,8.3,3.19,3.41,2.2,0.69,28.58,19.42,8.55,8.68,10.53,0.79306529324221,0.155282149893003,13.3525179344849,-0.0158339253741972,4.32782940394453,0.540748017697474,0.462647697902174,1.9945786712102,0,0,NA,NA,NA,4252,0.274864264673289,-0.0441687853635648,0.0512551898516302,0.606096530207629,0.658506095329956,6.88821648112127e-06,1.33780311199566e-05,5.78463006142395,2.16146881132649,0.0217671270927502,1.91089316648096,0.451961153075281,-0.805583676042773
"1045","Monsieur Nounours","Nunursus eleganhis","dijon","YES","NO",35,30,220,"15","1",4,"0",1,14,40,4,13,"2",1,1,4,2673.80304394384,2548,1813.93434798128,"0","NA",4,4,1,2,1,2,50,"1",1,"0","a:2:{i:1045;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}i:1044;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours14.jpg",NA,0.25,NA,0.25,12.26,12.76,12.89,3.79,5.53,6.85,2.95,2.64,1.7,1.24,27.51,12.64,11.14,11.63,7.82,0.5804719749742,0.191670735234099,12.4072838091063,-0.293699778734846,0.876348041689539,3.65378534749661,0.0804145473355749,2.86451328403227,0,0,NA,NA,NA,434.166666666667,0.604504154125412,0.197745394021898,0.168664935460207,0.514718716217871,0.587486487742317,2.55509641069917e-05,2.56651858829534e-05,2.50370613931145,2.88962236908856,0.113229463902427,-1.93821846102583,1.85689344559703,-0.612454774168868
"1046","Leo","Nunursus mignonus","dijon","YES","NO",39,30,226,"10","2",4,"7",1.2,10,34,2,12,"2",3,4,3,2667.75515610635,1200,1364.58505203545,"0","NA",5,4,5,5,5,9,23,"1",1,"0","a:2:{i:1046;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1047;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours12.jpg",NA,0.875,NA,0.875,13.42,12.33,12.19,2.37,5.62,6.64,3.49,1.35,1.47,1.57,24.79,12.66,12.14,10.64,11.16,0.852401751497304,0.120301227479839,10.9880483286069,0.997053973078797,17.8297231845936,0,0,0,0,0,NA,NA,NA,631.333333333333,0.418472083802351,-0.232136219532473,0.0953769869460178,0.537217186524857,0.633380714702839,1.4428125825508e-05,1.47514832319034e-05,3.3651242503219,2.74762138523258,0.054948107371026,0.799224266609661,2.68448462343511,0.892774492982758
"1048","Toto","Nunursus toti","dijon","YES","NO",40,35,200,"10","1",4,"3",1,11,43,3,14,"2",3,3,4,4267.02360176526,1694,2053.67453392175,"1","NA",4,5,3,3,1,6,8,"2",2,"0","a:2:{i:1048;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1049;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours18.jpg",NA,0.375,0.5,0.25,12.96,17.76,16.4,4.99,7.25,8.74,3.65,2.14,1.07,1.12,29.65,16.17,14.85,10.69,9.93,0.639140362027164,0.233842566016575,24.7467089142776,1.37212045793241,13.4285984335645,6.16412635189658,0.395302676161914,0,0,0,NA,NA,NA,4819.66666666667,0.225333638697347,0.197920230997314,-0.0706013404292696,0.621298395895667,0.611500259897739,8.60977508673177e-06,1.81264047043773e-05,6.60689832773808,2.45529721316969,0.0483321128254337,-2.82504498610362,1.25072416427077,-1.093763878543
"1049","Ti chou","Nunursus triangulus","dijon","YES","NO",60,54,550,"9","2",4,"0",1.8,22,63,3,20,"2",3,3,5,12002.0334135029,9680,7410.67780450097,"0","NA",3,3,4,5,3,7,45,"1",0,"0","a:2:{i:1049;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ok"";}i:1048;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours22.jpg",NA,0.375,0.375,0.375,20.67,23.93,20.74,5.43,5.39,6.94,5.34,2.14,1.33,1.55,42.98,17.79,16.55,13.94,16.55,0.605447461199602,0.121363400233958,5.58112279948468,1.22905911437938,5.64722418502217,0,0.0383369391242049,0,0,0,NA,NA,NA,294.666666666667,0.435311701943084,-0.0585929381606584,-0.11235752387365,0.538915943972236,0.664068183996954,1.45434879429728e-05,1.49361162736219e-05,3.37561459658259,2.68195913773345,0.100300497462185,-0.846672283435943,4.99499329605009,1.14060281570835
"1054","Ruban","Nunursus rubanus","dijon","YES","NO",33,27,200,"9","1",4,"7.9",1,11.5,30,4.8,15,"2",4,2,6,1539.82407441409,1983.75,1241.19135813803,"0","NA",5,4,3,3,3,5,5,"2",1,"0","a:2:{i:1054;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1055;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours23.jpg",NA,0.3125,0.375,0.25,12.31,13.03,10.44,4.95,6.31,6.67,4.16,2.28,1.58,1.14,26.72,12.31,9.81,7.81,8.48,0.64292363838257,0.209582386359505,17.5409571385997,0.71052988395488,14.7254013455367,0.721733405548166,0,0.358512830750672,0,0,NA,NA,NA,964.25,0.439600831814571,0.17101439059973,-0.00022273192705275,0.615669603750233,0.703931516174245,1.61596630607841e-05,1.87201918019288e-05,3.80491521254454,2.55179771009013,0.10686598823262,-1.80417024167265,2.0518246953145,-0.052967349921633
"1055","petit coeur","Nunursus ours blancus","dijon","YES","NO",25,28,200,"7","1",4,"9",0.7,11,40,4,11,"2",6,4,4,1782.53536262923,1331,1104.51178754308,"0","NA",5,5,5,5,4,9,9,"1",1,"0","a:2:{i:1055;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1054;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours24.jpg",NA,0.875,1,0.75,9.14,14.22,7.02,3.34,4.95,6.43,2.87,1.58,1.08,0.71,20.82,9.94,7.12,6.04,8.73,0.810721322289004,0.147357378058177,20.6544648962585,1.02355325888554,4.50685152491704,7.71927440564348,0.366048282183109,0,0,0,NA,NA,NA,3680.83333333333,0.493805561355012,0.179778415178915,0.128150636571277,0.569870512774413,0.67999436043021,7.86042001314049e-06,1.15926429522533e-05,3.82064292425495,2.5277636839436,0.0382818615691523,1.61381761555805,0.0734111215438164,-0.357561507180341
"1056","Bubu","Nunursus bubus ours blancus","dijon","YES","NO",85,64,600,"7","2",4,"3",0.1,19,58,7,17,"2",3,4,7,17668.1085425175,6137,8135.03618083916,"1","NA",5,4,5,5,3,9,7,"2",1,"1","a:2:{i:1056;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1057;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours25.jpg",1,0.5,0.5,NA,20.42,22.83,18.12,11.47,10.79,11.83,7.21,5.47,3.9,0.52,52.92,22.11,18.85,28.32,28.82,0.802588037277782,0.172800423177786,13.0343023929864,1.17084012320547,7.2783411006254,0,0,0.0415206224378489,0,0,NA,NA,NA,1078.41666666667,0.413051845129859,-0.291397181630708,-0.0659504020840416,0.690852050227905,0.628418340886379,8.37812607333554e-06,1.46308833235315e-05,5.01065063133353,2.32521337104653,0.0113128456352112,2.27529178111187,-1.08720594050361,-0.985128736116407
"1057","Truffe","Nunursus hirsuf","dijon","YES","NO",10,6.5,20,"10","5",2,"9",0.8,4,19,2,9,"2",2,3,1.2,172.364803368523,144,112.121601122841,"0","NA",4,5,3,4,1,6,19,"2",2,"0","a:2:{i:1057;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1056;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours26.jpg",NA,0.3125,0.125,0.5,4.5,5.12,4.07,0.82,2.66,3.08,1.22,1.14,0.91,0.9,9.75,3.72,1.08,1.17,0.18,0.558909210950917,0.170071899171512,9.63138113290008,0.870835428344416,9.66014443684919,0,0.466327065825432,0.196165939346385,0,0,NA,NA,NA,3877.16666666667,0.349867391237196,0.110958715915587,-0.101301919178278,0.830549472224748,0.753767645236343,6.00802676656107e-06,1.40144421703735e-05,7.68709210941586,2.37865479605252,0.0286861442892856,-3.89187748561855,1.65328576587827,-3.56237371844963
"1059","Gabriel","Nunursus calinus","dijon","YES","NO",18,15,79,"7","1",4,"0",1,9,25,2,9,"2",2,6,3,447.623277445956,729,418.541092481985,"-1","NA",4,4,5,4,4,11,5,"2",1,"1","a:2:{i:1059;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1058;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours28.jpg",0.75,NA,NA,NA,7.08,7.94,7.83,3.36,2.93,3.7,1.61,1.12,0.89,0.87,14.07,7.36,6.35,5.55,5.17,0.841832707933483,0.15304097177679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186012168804787,0.123873533481309,0.644135410473972,0.592936837323841,5.84869095783069e-06,1.25235502010186e-05,7.23612149191114,2.18138420904718,0.00954521350470947,2.80123547527694,-1.75018702927215,-1.73524777319701
"1062","nounourson","Nunursus nunursus","dijon","NO","Thalarctos maritimus",44,33,350,"7","3",4,"0",1.5,16,49,5.5,18,"2",5,6,4,5349.83425709097,4608,3435.94475236366,"0","NA",4,4,5,5,5,11,9,"2",2,"1","a:2:{i:1062;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1063;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours34.jpg",0.75,0.75,0.75,NA,13.6,11.66,11.55,7.73,6.65,5.19,1.91,3.07,1.6,0.74,35.65,13.65,12.69,15.08,14.9,0.804576584732254,0.121120368156186,5.10084947284948,0.31036051106412,2.78041685840468,0,0.156869880486619,0.156627067549997,0,0,NA,NA,NA,1399.83333333333,0.448898510352529,-0.0372857962453229,-0.0708819118797416,0.635821402938863,0.603964602689873,7.19672173558867e-06,1.13708473382257e-05,4.48452627329658,2.12349414996437,0.00691901719653544,3.45126771386448,-0.614745779282929,-0.174108855260602
"1063","Teddy","Nunursus tedus","dijon","YES","NO",30,25,175,"8","2",4,"9",1.2,9.5,37,5.5,12,"2",2,2,3,2233.30195020125,1083,1163.76731673375,"0","NA",5,4,3,3,3,5,12,"1",2,"0","a:2:{i:1063;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1062;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours38.jpg",NA,0.375,0.25,0.5,12.05,11.96,10.55,4.08,5.19,5.66,2.98,1.01,0.97,1.28,23.37,9.69,7.67,8.95,5.7,0.807507659248096,0.120909251267838,28.896714091359,1.33186799054306,3.33265683190174,0,4.13744119677697,0,0,0,NA,NA,NA,4438.25,0.635783805333421,0.155271718130924,-0.164881653504954,0.60926433856992,0.576215517288396,7.73757499141056e-06,1.5344387094058e-05,3.90303198982537,2.25315978227558,0.0156561702987298,3.14846335946775,-0.459867110593442,-0.119276551405373
"1066","Jigorokano","Nunursus malosinus","dijon","YES","Ailuropoda melanoleuca",30,15,80,"7","2",4,"3",0.5,7,25,2.5,7,"2",2,4,1,1143.926153473,343,522.308717824333,"1","NA",4,4,4,5,5,8,11,"2",1,"1","a:2:{i:1066;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1067;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours47.jpg",0.625,0.625,0.625,NA,9.76,11.48,9.9,3.76,5.38,4.63,2.05,1.79,1.54,0.98,19.07,10.04,8.21,5.81,9.27,0.563490815339994,0.328231625129476,13.8443521241773,1.0975616022227,0.113252904679566,5.09042683672771,2.35560843337848,0.0517414179533425,0,0,NA,NA,NA,2544.58333333333,0.303719834196119,-0.252041442982363,-0.0409930046651215,0.550718970427348,0.549122072687927,9.4099202868967e-06,2.59190014434859e-05,5.42385538597737,2.11314655201083,0.0184843817075326,-1.98450437116956,-2.2186900521502,-0.374961977517991
"1067","ours blanc","Nunursus ours blancus","dijon","NO","NO",40,31,100,"7","1",4,"9",0.8,11.5,32,4.5,10.5,"1",2,4,3,2322.38892959694,1388.625,1270.33797653231,"0","NA",4,4,3,4,3,7,9,"2",0,"1","a:2:{i:1067;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1066;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours45-flou-2.jpg",0.75,0.5,0.5,NA,13.14,15.86,11.74,6.89,6.71,10.43,4.23,4.32,1.83,0.68,31.38,12.45,12.36,13.36,11.57,0.82417566210574,0.169915568324255,8.53041357240747,0.926634982283858,4.872357911002,0.582093631247546,0,0,0,0,NA,NA,NA,2230,0.328226594503073,0.121754594463951,0.010285861139422,0.53015326084417,0.563882482867733,8.25415205938485e-06,1.40546693247113e-05,4.30603853933451,2.26427898759629,0.0241408045251383,2.00934052552392,-1.09919437942487,-1.92582283256106
"1069","Sucette","Nunursus sucettus","dijon","YES","NO",64.5,57,440,"8","1",4,"0",2,20,55,8,16,"2",3,3,4,10712.1223884789,6400,5850.70746282629,"1","NA",5,5,5,5,1,8,4,"1",3,"1","a:2:{i:1069;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1068;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours75.jpg",0.5,NA,NA,NA,18.67,18.52,16.78,8.52,7.88,9.06,5.68,3.64,2.77,1.73,44.28,17.42,11.74,16.8,22.7,0.717410482899384,0.19038425150057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.226784635708364,0.116691519943752,0.514778614489782,0.59019837538125,1.79954244936399e-05,1.66389991140903e-05,3.08388832754702,2.61696442273717,0.0640387868993207,-0.0299219864585354,1.4318012854612,0.366797097229771
"1070","Nounoursinou","Nunursus nounoursinus","dijon","YES","NO",40,37,300,"8","2",4,"3",1.5,16,30,5,14,"2",6,3,5,1718.87338539247,3584,1867.62446179749,"1","NA",4,4,2,5,4,5,8,"1",1,"1","a:2:{i:1070;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}i:1071;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours48.jpg",0.875,NA,NA,NA,13.12,14.63,7.46,4.59,4.2,5.66,3.59,1.16,1.21,1.29,26.26,14.58,7.72,10.46,12.96,0.772455772472377,0.149474314289559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0208731822174282,0.111270354656157,0.569014383815887,0.56201850849932,1.21351490171244e-05,1.94859858837581e-05,3.33309313317597,2.64036673973038,0.040554531451226,1.70455212089783,0.703282532801572,-0.46312330488901
"1077","Pandinou","Nunursus pandinus","dijon","YES","Ailuropoda melanoleuca",26.5,26,186,"12","1",4,"0",1.5,9,35.5,2,11,"2",3,5,3,1755.03139902616,891,944.010466342053,"1","NA",4,4,5,3,2,10,9,"2",1,"0","a:2:{i:1077;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1076;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours61.jpg",NA,0.625,NA,0.625,9.29,11.74,9.36,5.24,4.59,4.72,2.98,1.45,0.71,1.18,20.66,10.3,8.94,7.18,7.27,0.34976028274114,0.345502379463427,4.73890183237009,-0.353614472044037,0.260864032031293,1.01277249762994,0.329638489410282,1.08702634567682,0,0,NA,NA,NA,1735.75,0.555926783685852,0.231175502144426,0.0577685918260878,0.643523594070334,0.644148081536451,7.17985342110122e-06,2.40030727564905e-05,7.58188100098677,2.07257466284196,0.0193934496603621,-2.31647949915599,-4.91921555424941,4.03913337231305
"1079","Unicef","Nunursus unicefus","dijon","NO","NO",30,28,180,"9","1",4,"3",1,9.5,31,4,10,"2",3,5,2,1567.71597819094,902.5,883.405326063647,"1","NA",5,5,5,5,5,10,44,"1",1,"1","a:2:{i:1079;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:1078;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/nounours59.jpg",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721035676634771,0.200411993516707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246193100853878,0.0158976738524226,0.586191201098874,0.523228445645709,1.21384543011831e-05,1.70521669598934e-05,3.84939612987427,2.42004168474641,0.0450493674402162,0.53794283411654,1.32345811719005,0.539989930374717
