"id_article","titre","nom_latin","ville_participante","Biodiful","Wild","longueur","largeur","poids","couleur","posture","nb_membres","accessoires","diametre_yeux","hauteur_tete","grande_rondeur","longueur_museau","profondeur_tete","matiere","longueur_poil","douceur_poil","longueur_oreilles","volume_corps","volume_tete","volume","sourire","personnage_celebre","regard","regard_visage","toucher","manipuler","sentir","douceur","age","sexe","freres_soeurs","atoi","score","fichier","cpr","cop","cop1","cop2","HeadHei","HeadLat","HeadFron","SnoutLen","SnoutHei","SnoutWid","EarLen","TruffleWid","TruffleHei","EyeDia","HeadBodyLen","ChestLen","ChestHigh","FrontLeg","HindLeg","LS_mean_light","LS_sd_light","CL_cie_d_wmean_mean","CL_polar_mean","COL_yellow","COL_red","COL_green","COL_blue","COL_dark","COL_light","GD_sizegood_1","GD_sizegood_2","GD_sizebad","SH_n.core.cell_mean","SH_perim.area.ratio_sd","MO_Fourier_pc1","MO_Fourier_pc2","MO_conv","MO_rect","HOG_mean","HOG_sd","HOG_skew","FR_full_sq_fd","FR_full_sq_sc","RGB_pca_A1","RGB_pca_A2","RGB_pca_A3"
"209","Bouboul","Nunursus bouboulus","saint_denis_la_reunion","YES","NO",25,30,121,"7","1",4,"0",1.3,13,49,3,20,"2",3,5,3,2292.78611018184,3380,1931.26203672728,"1","NA",3,2,4,3,3,9,10,"1",1,"0","a:1:{i:209;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-55.jpg",NA,0.25,NA,0.25,16.23,18.74,15.05,4.28,6.28,9.33,2.78,3.41,2.93,1.02,18.34,15.42,15.42,8.49,3.74,0.782730054215904,0.128557473980418,3.63874403006769,1.65474745921134,0.575690247265707,0,1.13033341979233,0,0,0,NA,NA,NA,3437.16666666667,0.21498313214809,0.118745399916294,0.104640594205655,0.602698206940988,0.627845202597333,5.29635690240678e-06,1.1545189372898e-05,6.94017659979252,2.15923106680863,0.00712103229716421,3.8025461297406,-1.26943658199897,-0.345709662131431
"21","#Standard1","Nunursus yinyangus","autre","YES","NO",21,17,125,"13","1",4,"2",1.1,6.2,28,3,8.7,"2",3,4,1.8,923.35331784194,334.428,460.927105947313,"0","NA",2,1,4,3,1,8,29,"1",1,"0","NA","https://nounours.umontpellier.fr/IMG/jpg/1.jpg",NA,NA,NA,NA,8.43,9.96,8.3,2.5,4.42,5.37,0.68,1.81,0.71,0.8,18.65,7.3,8.16,6.72,5.3,0.576892616785563,0.367434816341085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0667116272893976,-0.0344765469176882,0.675318893667751,0.704063879742348,8.78225856494085e-06,2.55374010565917e-05,5.86752137087391,2.10094121649186,0.0216661195424358,-0.564066545256476,-3.87408321105116,-0.544692886184944
"210","Alba","Nunursus alba","angers","YES","NO",28,27.5,116,"7","2",4,"0",1.6,11,25,3,9.5,"2",3,6,5.5,845.510635175694,1149.5,703.670211725231,"1","NA",5,5,5,5,1,11,36,"1",0,"1","a:2:{i:210;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ok"";}i:4;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696012494431644701359456824012.jpg",0.875,NA,NA,NA,11.1,9.85,9.43,1.78,3.49,4.18,4.07,1.1,0.81,1.37,19.74,7.62,6.69,7.97,6.22,0.781228325171569,0.119189678757115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0337087572654066,-0.0996353418581476,0.529213622396405,0.575621158723838,8.69647224114162e-06,1.05907743137198e-05,3.9218139076653,2.34803407845663,0.00181813590565895,3.70679609641879,0.25352600206008,0.822817052934891
"211","Lulu","Nunursus lulu","saint_denis_la_reunion","NO","NO",26,15,178,"10","2",4,"3.9",0.18,8.5,38,4.5,10.4,"2",2,3,2.58,2010.9227059661,751.4,980.107568655366,"1","NA",4,4,3,4,2,6,7,"2",0,"1","a:1:{i:211;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/1569615629232-285380980.jpg",0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759423207515894,0.139889740885349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299944680807443,-0.173054613133984,0.666383108895483,0.671976157330023,6.46119181798316e-06,1.40889192042166e-05,5.86649483688518,2.11931974580671,0.015959192949673,2.24595930648069,1.53206362682036,0.904725577042525
"215","Calin","Nunursus calinus","saint_denis_la_reunion","YES","NO",25,22,95,"1","2",4,"8",1,9,50,3,9,"2",1,7,4,3183.09886183791,729,1335.69962061264,"1","NA",3,4,5,4,3,12,10,"2",1,"0","a:2:{i:215;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:214;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/1569601620050395340189491256695.jpg",NA,0.375,NA,0.375,8.15,7.38,7.18,1.74,3.74,2.94,2.4,1.04,0.62,0.27,17.9,10.5,7.98,8.13,7.66,0.87363128565511,0.0983173323866346,7.73091052402145,-0.846499141271052,0,0.47171014786919,0.468273238755421,3.5700736621925,0,0,NA,NA,NA,4759.25,0.315953714159942,0.144826717292195,-0.00625790865052249,0.556160662467923,0.483839207885003,6.01283917316635e-06,1.27520507867714e-05,4.80307085479585,2.42840749492065,0.00439382843867579,3.59874190686619,-1.99294577726341,-1.81447567543095
"218","orson welles","Nunursus orsonus wellus","le_mans","YES","Thalarctos maritimus",25,25,153,"7","1",4,"0",1.1,8,27,3.5,10,"2",4,4,1.4,986.203604868929,640,593.067868289643,"0","NA",4,4,3,3,3,7,45,"1",1,"0","a:2:{i:218;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:13;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/20190927_182909.jpg",NA,0.375,NA,0.375,7.74,8.18,7.21,2.45,4.36,4.01,0.91,1.6,0.94,0.66,19.06,9.12,8.51,6.11,6.3,0.889172279292694,0.0673374591847282,1.22406427163375,-1.98837957352284,0,0,0.115047728089867,1.48187780606818,0,0,NA,NA,NA,3823.5,0.350740933418935,0.00643583692103438,-0.0535002203708008,0.783653836487446,0.636592159668935,2.72824709147208e-06,6.70844420512967e-06,8.36977926877089,2.23922059131771,0.00156561702987298,4.06930044988137,-3.84501877633952,-3.31593219749195
"22","#Standard2","Nunursus morris","autre","YES","NO",23,19.2,50,"8","2",4,"0",1.1,6.6,21.7,2.4,8,"2",3,2,2.1,614.544663450849,348.48,337.67488781695,"0","NA",4,5,3,3,1,5,29,"1",1,"0","NA","https://nounours.umontpellier.fr/IMG/jpg/2.jpg",NA,NA,NA,NA,9.12,9.02,6.76,2.12,4.1,4.41,2.3,0.84,0.91,0.87,17.06,6.19,8.64,6.81,7.22,0.814356092297514,0.0560910838102506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212394182442835,-0.0325872407886866,0.541032748573216,0.553807883570953,3.10922095598075e-06,8.19928267631705e-06,6.00724344223562,1.98546399907192,0.000909067952829474,0.233993430128746,4.44937389405735,1.52847651630636
"220","calin","Nunursus calinunus","le_mans","YES","NO",25.5,23,50,"2","6",4,"0",0.5,7,20,1.5,8,"2",3,7,2.5,588.873289440013,392,343.624429813338,"1","NA",3,3,5,4,3,12,45,"1",4,"0","a:2:{i:220;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:1;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/4027580b-9827-4e2d-b1b7-f84b4379c3a8.jpg",NA,0.75,NA,0.75,8.59,7.9,7.9,1.38,3.27,4.27,2.39,2.22,1.68,0.68,24.92,13.89,4.04,5.12,2.68,0.756567331608122,0.142527599613103,5.19954448458691,-2.047316522953,0.0189493200252145,0,1.60264947821556,4.20928623082376,0,0,NA,NA,NA,4105.66666666667,0.480648597818784,-0.00837100312179538,-0.00359835434576545,0.570132228106017,0.674792705407984,7.49706849212639e-06,1.19502128663711e-05,4.33558108073114,2.35554813211394,0.0249993687028105,1.92567938196417,0.72415291629966,0.0790734562749276
"221","Geremoisa","Nunursus geremoisa","saint_denis_la_reunion","YES","NO",17,13,66,"15","1",4,"7",1,9,24,2.3,7.5,"2",3,4,4.5,366.692988883727,607.5,346.730996294576,"0","NA",4,5,3,4,4,7,17,"1",6,"0","a:1:{i:221;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696018367827321212103954953272.jpg",NA,1,NA,1,6.89,7.54,7.34,1.48,2.66,3.25,3.7,0.89,0.91,0.68,11.46,5.82,5.53,3.64,3.25,0.708179624454247,0.168306606549448,8.76023223492301,-1.6433327213128,0,0,1.05535174138333,8.9449238474464,0,0,NA,NA,NA,1867.25,0.595391596247341,0.0245343072668206,-0.0473539017292764,0.662882561462436,0.690932778183621,1.42586286736781e-05,1.5827605538863e-05,3.79666930545368,3.04603287538947,0.114239539405571,-0.438857162673019,0.772800371212646,0.2057846078586
"222","allez l’om","Nunursus nunursus olympikus massilia","marseille","NO","NO",26,18,85,"2","1",4,"7",1,11.5,24,2,9,"2",5,3,3,664.631042351755,1190.25,646.627014117252,"0","NA",2,3,4,3,2,7,30,"2",2,"0","a:2:{i:222;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}i:228;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-56.jpg",NA,0.625,NA,0.625,11.12,11.86,8.36,1.61,4.78,5.34,2.29,1.38,1.14,0.92,18.74,8.32,6.81,6.63,7.47,0.750337831088589,0.133473294133501,7.38317961879783,-2.32590592744257,0,0.0130292704051258,3.73289664720078,5.573329036429,0,0,NA,NA,NA,4835.5,0.387914180963151,0.0512721846823062,0.0188516960954055,0.652056930064232,0.689775082642503,5.9559614353236e-06,1.31424927515521e-05,6.687216940711,2.18253860165117,0.0235347592232519,1.13113643229983,1.10541531815237,0.116310121759488
"225","Cajoline","Nunursus cajolinus","saint_denis_la_reunion","YES","NO",33,28,180,"7","1",4,"9",1.2,12,40,3,10,"2",2,2,4,2673.80304394384,1440,1431.26768131461,"0","NA",3,2,3,3,4,5,4,"2",1,"0","a:2:{i:225;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:255;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696031299364319147691755603438.jpg",NA,0.6875,0.625,0.75,12.13,12.53,11.23,2.31,3.69,5.27,3.58,1.54,0.95,1.05,24.99,12.76,10.63,9.32,5.46,0.752858189961673,0.121398194502737,5.04107188212204,1.52569238439292,2.93940645055517,0.334354046663221,0.0870950982339032,0,0,0,NA,NA,NA,2931.91666666667,0.497131616678279,0.0927411106479832,-0.0953929763148191,0.550121489878328,0.534946089388015,9.05388248183027e-06,1.10879045700571e-05,5.06764410941988,2.60773411251621,0.0143430721446428,3.39235484474071,0.963784078081319,1.42052904530166
"227","Orange","Nunursus orangis","toulouse_albi","NO","NO",30,23,112,"5","2",4,"0",1,13,26,1.5,8,"2",3,4,3,914.50430300603,1352,792.834767668677,"0","NA",1,2,4,3,3,8,18,"1",0,"0","a:2:{i:227;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:224;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-59.jpg",NA,0.375,NA,0.375,10.23,10.08,6.93,1.62,5.18,5.22,2.52,0.79,0.65,0.83,20.36,8.12,6.82,7.63,9.44,0.910176136981269,0.098050126528112,12.102594010912,0.921354252733212,9.84927785106184,0,0.09718578285632,0,0,0,NA,NA,NA,566,0.506594433299112,0.00966204331997624,-0.204267290022224,0.660939884866504,0.538583871062503,1.5239395056326e-05,1.44363882653889e-05,2.12485168153759,2.70196549067841,0.0176763213050175,2.84394126458569,-1.24647756588105,-1.12692461507051
"23","#Standard3","Nunursus longusmembrum","autre","YES","NO",30,37,75,"2","2",4,"9",0.8,6.1,21,2,6.7,"2",4,4,1.4,838.738592347134,249.307,387.681864115711,"1","NA",3,3,3,3,1,7,29,"1",1,"0","NA","https://nounours.umontpellier.fr/IMG/jpg/3.jpg",NA,NA,NA,NA,6.01,7,4.01,2.2,3.62,3.79,1.37,0.96,1.16,0.5,14.73,4.39,5.8,8.44,12.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Gus","Nunursus gus","toulouse_albi","YES","NO",43,36,450,"8","2",4,"8",2,19,45,6,16,"2",4,4,5,3867.46511713306,5776,3364.48837237769,"1","NA",2,3,3,3,1,7,10,"2",1,"0","a:1:{i:232;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/1569602445191-970684701-r180.jpg",NA,0.5,NA,0.5,14.15,13.5,11.24,6.49,5.64,6.77,5.2,2.33,2.02,1.4,29.81,10.66,15.63,13.57,13.4,0.721772187465505,0.139378920079766,4.66515444235088,1.27634544844683,4.7993587964055,1.21932882974766,0.0889330681326796,0,0,0,NA,NA,NA,2179,0.403620531700138,0.00427824065394771,0.103574596830907,0.747845899804702,0.578979440953659,1.20838956032321e-05,1.13932855135199e-05,4.27176137195383,2.71002848942701,0.0477765712987046,1.73205165375662,3.60024103646456,2.52408322462292
"234","Rubanrose","Nunursus nunursus rubanus rosae","marseille","NO","NO",60,38,346,"14","2",4,"7",1.7,18,52,7,17,"2",3,3,5,9037.45428853018,5508,4963.81809617673,"1","NA",5,4,3,4,3,6,12,"1",1,"0","a:2:{i:234;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:238;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696025446424107966268088824096.jpg",NA,0.6875,0.375,1,17.02,18.31,12.87,7.19,6.46,7.72,3.79,4.08,3.22,2.18,38.91,17.32,12.27,12.84,20.79,0.789576819820704,0.133290591909971,7.94909823324241,0.0263701826172188,0.429725438219371,3.7130504640081,0,1.13339929950064,0,0,NA,NA,NA,3013.66666666667,0.331806197674441,-0.0351328438171836,-0.218556327998641,0.585342525343858,0.621145059621456,8.02082111189792e-06,1.06409738897635e-05,4.10519209879394,2.40322099970436,0.00893916820282317,3.26114544051266,0.929834789099536,1.20197307532251
"237","Paddington","Nunursus paddingtonus","angers","NO","NO",23.5,20.5,134,"9","2",4,"3,4,5",0.7,8,30,3,8.5,"2",3,2,0,1110.10572806597,544,596.035242688657,"1","NA",4,4,2,4,1,4,5,"2",2,"0","a:2:{i:237;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:8;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/1569602678074666604871.jpg",NA,0.125,NA,0.125,6.45,7.35,6.94,2.86,3.65,5.2,0.26,1.76,1.16,0.45,15.63,10.37,8.12,6.11,6.1,0.615851340674548,0.206370424356114,35.8693951176099,-0.163879422099002,0.827510610228747,9.77258011296706,0,18.536853594483,0,0,NA,NA,NA,3933.5,0.344160296161209,0.29006711101466,0.0274128501884705,0.621400090435378,0.542540616413037,9.34071205561039e-06,2.13371672329032e-05,6.21267841123823,2.35074846315367,0.0326254387515467,-2.64806603658353,-0.98135604232479,1.24724785824638
"238","Grand chapeau","Nunursus grand chapum","marseille","YES","NO",49,18,96,"2","2",4,"9",0.7,10,34,2,6,"2",1,6,4,3587.6707271775,600,1427.8902423925,"1","NA",5,5,5,5,5,11,10,"2",0,"1","a:2:{i:238;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ok"";}i:234;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696026498201931637140787165471.jpg",0.625,0.25,0.25,NA,18.93,15.67,15.35,3.76,7.43,7.92,3.21,3.92,2.12,0.98,42.84,19.33,12.4,9.26,5.07,0.818362022998874,0.110777104798517,4.97234404542435,0.179462982415677,0.497292949721655,0,0.733477552366977,1.11323322453226,0,0,NA,NA,NA,3425.25,0.300606441779015,-0.0326921685248556,-0.037893822296961,0.69762523433324,0.690461837179214,5.45836391864541e-06,1.19148391593472e-05,5.08623771267074,2.10873537397366,0.00585843791823439,3.8494969656136,-1.54472409249647,-1.03889191185881
"24","#Standard4","Nunursus hirsutus","autre","YES","NO",23.5,19.3,10,"8","1",4,"9",1.2,4.8,19.5,2.5,6.5,"2",6,5,1.5,565.849537484981,149.76,241.869845828327,"1","NA",5,5,5,4,1,10,29,"1",1,"0","NA","https://nounours.umontpellier.fr/IMG/jpg/4.jpg",NA,NA,NA,NA,9.11,11.07,8.35,3.43,4.96,6,2.01,2.73,2.24,1.42,16.25,10.19,10.38,9.25,7.8,0.804268320456211,0.0870700972422924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184139525561442,0.0511390131098434,0.618015608481813,0.628673354877296,6.38417561447257e-06,1.00548542803389e-05,6.18486247402858,2.48099141621113,0.0065149869952779,-0.0443480652367409,3.4583223562461,1.40765710813009
"242","Brutus","Nunursus brutus","saint_denis_la_reunion","YES","NO",15,14,105,"9","1",4,"3.4",1,7,20,2,7,"2",2,4,0.5,254.647908947033,343,234.215969649011,"1","NA",4,4,4,4,4,8,27,"3",1,"0","a:1:{i:242;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/1569602801241-2095717409.jpg",NA,0.5,NA,0.5,6.3,5.25,5.37,1.83,2.36,3.55,0.32,0.82,0.63,0.38,11.55,4.95,5.26,4.43,3.48,0.643840112948861,0.167843835015525,15.9907206873267,1.27719223784059,21.160559174384,0.0737339082936169,0,0,0,0,NA,NA,NA,3751.83333333333,0.452220697643651,0.0811743677244816,0.0705602708502337,0.618272674651619,0.621234651706243,9.34709858505184e-06,1.6363342274618e-05,5.51746089629337,2.60329648235242,0.0627761925203909,-3.14173974473785,2.39161672903011,-1.66662575446747
"245","Bleuette","Nunursus bleuette","saint_denis_la_reunion","YES","NO",21,18.5,127,"7","1",4,"7",1,11,30,4,10.6,"2",3,4,4,716.197243913529,1282.6,708.59908130451,"0","NA",3,4,3,4,2,7,9,"1",1,"0","a:2:{i:245;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ok"";}i:231;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-61.jpg",NA,0.25,NA,0.25,8.99,9.71,7.14,2.97,3.6,4.92,2.27,1.58,1.18,0.78,14.22,8.24,8.36,4.63,4.17,0.744818576646176,0.166537480820335,6.25487342833565,-0.180318843600836,0.611194309337317,0.0943744072505922,0.244739808729283,1.05026271153652,0,0,NA,NA,NA,3637.58333333333,0.179778673346677,0.176477484652407,-0.0144905450194038,0.711208416707224,0.675788117989234,7.24177089025762e-06,1.26231098437577e-05,5.56055704046238,2.44130022086129,0.0265649857326835,2.68921772748461,-0.0973935030383492,-0.19180344983803
"247","Maxinasus","Nunursus maxinasus","marseille","YES","NO",65,52,244,"8","2",4,"0",1,16,52,7,17,"2",4,4,5,10543.6966699519,4352,5046.56555665063,"0","NA",5,4,4,4,2,8,20,"1",0,"0","a:2:{i:247;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:246;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/20190927_184737-r90.jpg",NA,0.75,NA,0.75,18.92,20.91,18.21,10.12,8.84,12.48,4.41,6.09,4.68,1.09,41.97,21.41,20.03,20.86,20.96,0.73111680680663,0.176034277989359,13.2738935396039,1.38895028110533,11.7630439012184,0,0,0,0,0,NA,NA,NA,729,0.555477882616232,-0.238464647288083,0.0497317921784779,0.624616039286673,0.638943311626162,1.57281004126194e-05,1.56655085520447e-05,2.73653278273655,2.75486703427279,0.0518673770864372,0.971145420453384,1.68200935533676,0.885961899349257
"248","Clavin","Nunursus calvisum","marseille","YES","NO",35,29,130,"7","2",4,"9",1.2,11,44,5,13,"2",2,3,3.5,3697.48763791091,1573,1800.1625459703,"1","NA",4,4,3,4,4,6,26,"2",2,"0","a:2:{i:248;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:244;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/2019-09-27_18.49.03.jpg",NA,0.25,NA,0.25,10.76,14.23,12.56,6.48,6.06,6.96,2.67,3.85,2.59,1.44,26.12,13.51,13.4,10.77,13,0.810887801002259,0.157724466784147,5.68252087964245,-0.360923303375048,0.166010563633931,0.970216794855829,0.207379302242544,0.494366865972467,0,0,NA,NA,NA,2332,0.627157122821876,0.252761645700654,0.0488797979114466,0.56348068657958,0.450183533262417,5.34756783916259e-06,1.22633563895078e-05,7.48421755152043,2.24455122038905,0.00737355117295018,3.33992442224635,-1.78163275340879,-1.34913469265423
"25","#Standard5","Nunursus marinierus","autre","YES","NO",28,28.2,100,"9","1",4,"3",1.3,8.2,31,3.7,10.5,"2",3,4,2.2,1514.18421308198,706.02,773.401404360661,"1","NA",4,3,4,5,1,8,29,"1",1,"0","NA","https://nounours.umontpellier.fr/IMG/jpg/5.jpg",NA,NA,NA,NA,8.68,10.53,10.06,4.1,4.62,5.68,2.38,2.26,1.81,1.06,20.14,9.05,7.2,9.97,7.76,0.773209748529401,0.161135486730539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0653151337270305,0.088446273251931,0.505622670138645,0.619509538739978,1.36803664628899e-05,3.02106827722396e-05,3.91923432254344,2.27991135753718,0.0295447084669579,2.60531270919711,-0.252815301077303,0.787540646832446
